0.579021,0.275012,0.9880,NonOverlappingTemplate
0.347257,0.495591,0.9800,NonOverlappingTemplate
0.502247,0.571409,0.9940,NonOverlappingTemplate
0.715679,0.364816,0.9920,NonOverlappingTemplate
0.579021,0.183992,0.9960,NonOverlappingTemplate
0.145326,0.056958,0.9940,NonOverlappingTemplate
0.474986,0.245007,0.9840,NonOverlappingTemplate
0.889118,0.725550,0.9940,NonOverlappingTemplate
0.723804,0.624847,0.9920,NonOverlappingTemplate
0.429923,0.295670,0.9900,OverlappingTemplate
0.695200,0.654381,0.9860,Universal
0.616305,0.045096,0.9880,ApproximateEntropy
0.510814,0.388383,0.9803,RandomExcursions
0.358641,0.652744,0.9770,RandomExcursions
0.661398,0.763383,0.9836,RandomExcursions
0.885666,0.293065,0.9902,RandomExcursions
0.795017,0.430625,0.9869,RandomExcursions
0.063482,0.089121,0.9902,RandomExcursions
0.146705,0.801797,0.9902,RandomExcursions
0.052498,0.001449,0.9902,RandomExcursions
0.769527,0.613177,0.9967,RandomExcursionsVariant
0.557821,0.768504,0.9967,RandomExcursionsVariant
0.599002,0.443045,0.9902,RandomExcursionsVariant
0.416020,0.699121,0.9869,RandomExcursionsVariant
0.564639,0.398562,0.9836,RandomExcursionsVariant
0.675234,0.404812,0.9869,RandomExcursionsVariant
0.875539,0.925214,0.9770,RandomExcursionsVariant
0.204076,0.651413,0.9836,RandomExcursionsVariant
0.296834,0.919030,0.9869,RandomExcursionsVariant
0.682134,0.610813,0.9967,RandomExcursionsVariant
0.585209,0.338210,0.9967,RandomExcursionsVariant
0.143958,0.692551,0.9902,RandomExcursionsVariant
0.937555,0.886779,0.9902,RandomExcursionsVariant
0.491134,0.455183,0.9902,RandomExcursionsVariant
0.619772,0.889675,0.9902,RandomExcursionsVariant
0.682134,0.526798,0.9836,RandomExcursionsVariant
0.242986,0.424053,0.9869,RandomExcursionsVariant
0.287306,0.840382,0.9869,RandomExcursionsVariant
0.224821,0.621988,0.9940,Serial
0.864494,0.826166,0.9920,Serial
0.903338,0.890602,0.9800,LinearComplexity
